0
product code,business group,region,year,month,actual,prediction
002,Industrial,Asia Pacific & ANZ,2021.0,9.0,44674.10645000001,33989.631825000004
002,Industrial,Asia Pacific & ANZ,2021.0,10.0,41601.622075,34837.5869
002,Industrial,Asia Pacific & ANZ,2021.0,11.0,35573.227549999996,34069.128899999996
002,Industrial,Asia Pacific & ANZ,2021.0,12.0,39305.9419,33779.3457
002,Industrial,Asia Pacific & ANZ,2022.0,1.0,37962.6416,34322.165025
002,Industrial,Asia Pacific & ANZ,2022.0,2.0,46892.654275,34188.696299999996
002,Industrial,Asia Pacific & ANZ,2022.0,2.0,26525.458,33795.898425
002,Industrial,Asia Pacific & ANZ,2022.0,3.0,36590.782225,34564.152350000004
002,Industrial,Asia Pacific & ANZ,2022.0,4.0,31433.917475000002,34150.493175
002,Industrial,Asia Pacific & ANZ,2022.0,5.0,47727.778325,34378.08985
002,Industrial,Asia Pacific & ANZ,2022.0,6.0,35577.705575,34129.49805
002,Industrial,Asia Pacific & ANZ,2022.0,7.0,36680.924775,34145.9834
002,Industrial,Asia Pacific & ANZ,2022.0,8.0,45933.65625,34439.30175
002,Industrial,Asia Pacific & ANZ,2022.0,9.0,36348.828125,33807.602525
002,Industrial,Asia Pacific & ANZ,2022.0,10.0,34784.33595,34266.64355
002,Industrial,Asia Pacific & ANZ,2022.0,11.0,42099.905249999996,34242.277325
002,Industrial,Asia Pacific & ANZ,2022.0,12.0,38353.120125,34067.699225000004
002,Industrial,Asia Pacific & ANZ,2022.0,12.0,34426.064425000004,34186.602549999996
003,Channel - Data and Devices,Americas,2021.0,8.0,41478.004875,39831.936499999996
003,Channel - Data and Devices,Americas,2021.0,9.0,42736.352524999995,39372.377949999995
003,Channel - Data and Devices,Americas,2021.0,10.0,50536.873074999996,38728.3223
003,Channel - Data and Devices,Americas,2021.0,11.0,52553.376950000005,39339.058575
003,Channel - Data and Devices,Americas,2021.0,12.0,49076.291975,39616.71875
003,Channel - Data and Devices,Americas,2022.0,1.0,59314.904299999995,38880.497075
003,Channel - Data and Devices,Americas,2022.0,2.0,57414.666,39157.542949999995
003,Channel - Data and Devices,Americas,2022.0,2.0,52987.059575,39644.299825
003,Channel - Data and Devices,Americas,2022.0,3.0,74948.525375,39960.41115
003,Channel - Data and Devices,Americas,2022.0,4.0,47503.7246,39376.94335
003,Channel - Data and Devices,Americas,2022.0,5.0,63534.60742500001,38937.2295
003,Channel - Data and Devices,Americas,2022.0,6.0,71430.9336,39616.040049999996
003,Channel - Data and Devices,Americas,2022.0,7.0,60655.962875,40427.642575000005
003,Channel - Data and Devices,Americas,2022.0,8.0,63348.609375,39610.2959
003,Channel - Data and Devices,Americas,2022.0,9.0,68246.3711,39352.756825000004
003,Channel - Data and Devices,Americas,2022.0,10.0,63835.81835,39757.785175
003,Channel - Data and Devices,Americas,2022.0,11.0,53178.791025,38600.511725
003,Channel - Data and Devices,Americas,2022.0,12.0,42644.0586,38974.087875
003,Channel - Data and Devices,Americas,2022.0,12.0,52807.29395000001,39284.756825
003,Data and Devices,Americas,2021.0,8.0,42992.027825,38148.019524999996
003,Data and Devices,Americas,2021.0,9.0,31192.599625000003,37185.3701
003,Data and Devices,Americas,2021.0,10.0,42241.790025,39175.853525
003,Data and Devices,Americas,2021.0,11.0,73760.99315,38675.985349999995
003,Data and Devices,Americas,2021.0,12.0,76084.3965,38167.8047
003,Data and Devices,Americas,2022.0,1.0,52320.59765,37202.632825
003,Data and Devices,Americas,2022.0,2.0,60027.307625,37987.126950000005
003,Data and Devices,Americas,2022.0,2.0,102693.480475,38543.551775
003,Data and Devices,Americas,2022.0,3.0,63614.25975,36961.26955
003,Data and Devices,Americas,2022.0,4.0,23256.389525,37420.501950000005
003,Data and Devices,Americas,2022.0,5.0,84433.34079999999,38162.2295
003,Data and Devices,Americas,2022.0,6.0,58802.866225000005,37478.981425
003,Data and Devices,Americas,2022.0,7.0,52044.1377,38564.751925000004
003,Data and Devices,Americas,2022.0,8.0,64938.90625,39248.704125000004
003,Data and Devices,Americas,2022.0,9.0,99354.043225,36761.69435
003,Data and Devices,Americas,2022.0,10.0,72115.53904999999,38450.13475
003,Data and Devices,Americas,2022.0,11.0,55985.741200000004,38250.5322
003,Data and Devices,Americas,2022.0,12.0,68765.93947499999,37201.1504
003,Data and Devices,Americas,2022.0,12.0,10841.8176,38119.15235
004,Channel - Data and Devices,Americas,2021.0,8.0,128721.45705,68316.23245000001
004,Channel - Data and Devices,Americas,2021.0,9.0,122130.14455,69180.94140000001
004,Channel - Data and Devices,Americas,2021.0,10.0,98869.63085,69792.32815
004,Channel - Data and Devices,Americas,2021.0,11.0,91013.863275,68842.4883
004,Channel - Data and Devices,Americas,2021.0,12.0,75278.55859999999,68763.69532500001
004,Channel - Data and Devices,Americas,2022.0,1.0,76642.775375,68544.74415
004,Channel - Data and Devices,Americas,2022.0,2.0,70527.021475,68876.273425
004,Channel - Data and Devices,Americas,2022.0,2.0,50941.778325,69054.851575
004,Channel - Data and Devices,Americas,2022.0,3.0,70478.41795,67726.015625
004,Channel - Data and Devices,Americas,2022.0,4.0,64856.679675,67880.38475
004,Channel - Data and Devices,Americas,2022.0,5.0,76307.769525,69246.210925
004,Channel - Data and Devices,Americas,2022.0,6.0,56830.035175,67773.285175
004,Channel - Data and Devices,Americas,2022.0,7.0,75383.00390000001,69118.816425
004,Channel - Data and Devices,Americas,2022.0,8.0,73006.48635,68447.412125
004,Channel - Data and Devices,Americas,2022.0,9.0,83356.12109999999,68538.75975000001
004,Channel - Data and Devices,Americas,2022.0,10.0,74438.675775,68511.42970000001
004,Channel - Data and Devices,Americas,2022.0,11.0,66722.9082,68456.83009999999
004,Channel - Data and Devices,Americas,2022.0,12.0,63565.59375,69377.328125
004,Channel - Data and Devices,Americas,2022.0,12.0,63043.222649999996,69250.65427500001
004,Data and Devices,Americas,2021.0,8.0,95789.13675,58472.35157499999
004,Data and Devices,Americas,2021.0,9.0,85665.636425,59688.248049999995
004,Data and Devices,Americas,2021.0,10.0,90271.7285,57862.058600000004
004,Data and Devices,Americas,2021.0,11.0,90876.412075,59267.126950000005
004,Data and Devices,Americas,2021.0,12.0,104225.236325,60467.05467499999
004,Data and Devices,Americas,2022.0,1.0,63343.911125,58607.7871
004,Data and Devices,Americas,2022.0,2.0,39843.921875,59509.3828
004,Data and Devices,Americas,2022.0,2.0,49534.259775,58456.15625
004,Data and Devices,Americas,2022.0,3.0,51281.708,59428.33205
004,Data and Devices,Americas,2022.0,4.0,55749.029775,59972.123049999995
004,Data and Devices,Americas,2022.0,5.0,55902.16015,58366.277325
004,Data and Devices,Americas,2022.0,6.0,75763.09275000001,58442.80075
004,Data and Devices,Americas,2022.0,7.0,51449.539075,61473.970700000005
004,Data and Devices,Americas,2022.0,8.0,105734.203125,57918.566425
004,Data and Devices,Americas,2022.0,9.0,112393.44335,58658.724625
004,Data and Devices,Americas,2022.0,10.0,15853.374525000001,59328.408200000005
004,Data and Devices,Americas,2022.0,11.0,20871.767099999997,59240.353525
004,Data and Devices,Americas,2022.0,12.0,56136.086925,60263.580075
004,Data and Devices,Americas,2022.0,12.0,47032.686525,60548.07422499999
004,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,8.0,21176.162099999998,20791.29395
004,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,9.0,21754.5078,21647.794449999998
004,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,10.0,15814.08495,20923.2256
004,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,11.0,18603.559575,20113.3989
004,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,12.0,26219.979975000002,21506.7197
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,1.0,19738.5703,21080.186025
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,2.0,20664.442875,21138.526375
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,2.0,45523.2402,21016.018075
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,3.0,8883.9148,20894.914525
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,4.0,7288.5023,21105.88575
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,5.0,21976.182625,21220.252925
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,6.0,15304.945300000001,21269.394525
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,7.0,19484.6797,21101.904775000003
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,8.0,20419.254875000002,21060.448225
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,9.0,16888.32715,21038.428225
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,10.0,18191.154775,20857.1538
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,11.0,18979.897474999998,21224.112325000002
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,12.0,16418.052750000003,21009.79835
004,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,12.0,17697.567375,21232.466775
004,Channel - Data and Devices,EMEA,2021.0,8.0,21509.36475,26392.60645
004,Channel - Data and Devices,EMEA,2021.0,9.0,19474.8374,25587.291025
004,Channel - Data and Devices,EMEA,2021.0,10.0,19673.734875,26345.196300000003
004,Channel - Data and Devices,EMEA,2021.0,11.0,22006.235375,25738.166025
004,Channel - Data and Devices,EMEA,2021.0,12.0,22313.217774999997,26091.475574999997
004,Channel - Data and Devices,EMEA,2022.0,1.0,21976.255375,25759.872075
004,Channel - Data and Devices,EMEA,2022.0,2.0,28277.373050000002,26232.543925
004,Channel - Data and Devices,EMEA,2022.0,2.0,28323.907700000003,26365.0752
004,Channel - Data and Devices,EMEA,2022.0,3.0,39685.11135,25994.9639
004,Channel - Data and Devices,EMEA,2022.0,4.0,38606.140625,25966.66115
004,Channel - Data and Devices,EMEA,2022.0,5.0,30169.858399999997,25876.282225
004,Channel - Data and Devices,EMEA,2022.0,6.0,21487.4873,26055.35645
004,Channel - Data and Devices,EMEA,2022.0,7.0,27781.807125,25769.69825
004,Channel - Data and Devices,EMEA,2022.0,8.0,26417.720699999998,25919.861324999998
004,Channel - Data and Devices,EMEA,2022.0,9.0,22601.092775,25044.93065
004,Channel - Data and Devices,EMEA,2022.0,10.0,19773.009775,25712.046875
004,Channel - Data and Devices,EMEA,2022.0,11.0,23295.7246,25720.009775
004,Channel - Data and Devices,EMEA,2022.0,12.0,29859.6826,26045.03125
004,Channel - Data and Devices,EMEA,2022.0,12.0,28410.182625,25915.946275000002
004,Data and Devices,EMEA,2021.0,8.0,38405.6123,26812.002950000002
004,Data and Devices,EMEA,2021.0,9.0,28853.099625000003,25623.387675
004,Data and Devices,EMEA,2021.0,10.0,34256.335225,25849.166999999998
004,Data and Devices,EMEA,2021.0,11.0,23597.625,25970.360350000003
004,Data and Devices,EMEA,2021.0,12.0,29392.780275,26253.584949999997
004,Data and Devices,EMEA,2022.0,1.0,32178.256825,26202.879875
004,Data and Devices,EMEA,2022.0,2.0,28372.805175,26468.82325
004,Data and Devices,EMEA,2022.0,2.0,63344.83594999999,26218.586900000002
004,Data and Devices,EMEA,2022.0,3.0,34263.048325,25937.873050000002
004,Data and Devices,EMEA,2022.0,4.0,25515.404775000003,26287.595699999998
004,Data and Devices,EMEA,2022.0,5.0,33299.382825,26321.083975
004,Data and Devices,EMEA,2022.0,6.0,31419.830074999998,25898.210925
004,Data and Devices,EMEA,2022.0,7.0,16168.274675,26875.034175
004,Data and Devices,EMEA,2022.0,8.0,32888.380874999995,26030.9795
004,Data and Devices,EMEA,2022.0,9.0,29310.384749999997,26223.446300000003
004,Data and Devices,EMEA,2022.0,10.0,18860.050775,26183.090799999998
004,Data and Devices,EMEA,2022.0,11.0,24018.135725,26039.829124999997
004,Data and Devices,EMEA,2022.0,12.0,18289.809575,25501.972650000003
004,Data and Devices,EMEA,2022.0,12.0,28962.486549999998,27284.726575
009,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,8.0,112579.40625,90136.05859999999
009,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,9.0,96310.13672499999,88381.65625
009,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,10.0,76611.457025,88050.3418
009,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,11.0,89328.37695,87738.615225
009,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,12.0,110242.128925,86486.916
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,1.0,124581.28904999999,87681.199225
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,2.0,140036.46094999998,87031.779275
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,2.0,165591.855475,88981.730475
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,3.0,85772.988275,88661.808625
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,4.0,129487.261725,88453.80470000001
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,5.0,128221.96875,89628.859375
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,6.0,152637.9375,89787.734375
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,7.0,116356.50389999998,90158.0508
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,8.0,91852.27734999999,91257.279325
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,9.0,92663.29297499999,89818.802725
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,10.0,78622.687475,87511.96095
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,11.0,76817.2969,90226.996125
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,12.0,83748.6504,89250.1914
009,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,12.0,61388.00685,89358.248075
009,Data and Devices,Asia Pacific & ANZ,2021.0,8.0,143060.683575,98305.18947499999
009,Data and Devices,Asia Pacific & ANZ,2021.0,9.0,217736.15625,100323.14065000002
009,Data and Devices,Asia Pacific & ANZ,2021.0,10.0,155230.91210000002,101706.53125
009,Data and Devices,Asia Pacific & ANZ,2021.0,11.0,118144.05077500001,97234.80665000001
009,Data and Devices,Asia Pacific & ANZ,2021.0,12.0,173755.171875,100816.46095
009,Data and Devices,Asia Pacific & ANZ,2022.0,1.0,99808.13279999999,101178.01172499999
009,Data and Devices,Asia Pacific & ANZ,2022.0,2.0,127269.2305,104188.51172499999
009,Data and Devices,Asia Pacific & ANZ,2022.0,2.0,108052.4082,100966.86719999998
009,Data and Devices,Asia Pacific & ANZ,2022.0,3.0,177082.171875,100457.253925
009,Data and Devices,Asia Pacific & ANZ,2022.0,4.0,173514.06445,101067.4043
009,Data and Devices,Asia Pacific & ANZ,2022.0,5.0,204637.30664999998,102859.79295
009,Data and Devices,Asia Pacific & ANZ,2022.0,6.0,221074.734375,100776.60157500001
009,Data and Devices,Asia Pacific & ANZ,2022.0,7.0,236443.36522500002,104887.42969999998
009,Data and Devices,Asia Pacific & ANZ,2022.0,8.0,176741.160175,101715.13672499999
009,Data and Devices,Asia Pacific & ANZ,2022.0,9.0,177334.7832,103024.91015000001
009,Data and Devices,Asia Pacific & ANZ,2022.0,10.0,113896.89452500001,105021.421875
009,Data and Devices,Asia Pacific & ANZ,2022.0,11.0,86788.3457,103557.58592500002
009,Data and Devices,Asia Pacific & ANZ,2022.0,12.0,189744.828125,101344.496075
009,Data and Devices,Asia Pacific & ANZ,2022.0,12.0,51976.999025,103904.77734999999
012,Data and Devices,Americas,2021.0,8.0,42584.417,54598.05665
012,Data and Devices,Americas,2021.0,9.0,41466.7383,53289.75
012,Data and Devices,Americas,2021.0,10.0,44731.56542500001,52773.37302500001
012,Data and Devices,Americas,2021.0,11.0,49382.850099999996,52651.396475
012,Data and Devices,Americas,2021.0,12.0,97358.75390000001,53539.626950000005
012,Data and Devices,Americas,2022.0,1.0,54853.62305,52209.496075
012,Data and Devices,Americas,2022.0,2.0,57537.16015000001,52173.583975
012,Data and Devices,Americas,2022.0,2.0,12009.395525,52961.794924999995
012,Data and Devices,Americas,2022.0,3.0,72334.20994999999,51669.44532499999
012,Data and Devices,Americas,2022.0,4.0,32684.689449999998,53597.94925
012,Data and Devices,Americas,2022.0,5.0,24205.347675,53097.574225000004
012,Data and Devices,Americas,2022.0,6.0,34475.242175,53072.056625
012,Data and Devices,Americas,2022.0,7.0,23394.525875,52011.27344999999
012,Data and Devices,Americas,2022.0,8.0,21141.6201,53014.263674999995
012,Data and Devices,Americas,2022.0,9.0,69419.84375,52114.919924999995
012,Data and Devices,Americas,2022.0,10.0,41853.848150000005,53653.699225000004
012,Data and Devices,Americas,2022.0,11.0,52250.553700000004,51849.0254
012,Data and Devices,Americas,2022.0,12.0,60108.498525,54685.296875
012,Data and Devices,Americas,2022.0,12.0,126396.568375,53861.271475
012,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,8.0,1870.742525,13867.78125
012,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,9.0,5204.160125,13774.5415
012,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,10.0,2970.0950999999995,14884.1304
012,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,11.0,2326.7625500000004,13627.740225
012,Channel - Data and Devices,Asia Pacific & ANZ,2021.0,12.0,12484.620125,13377.010275
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,1.0,35203.802725,12863.8799
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,2.0,45214.83495,13599.544924999998
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,2.0,29868.3374,14410.208000000002
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,3.0,53935.58010000001,14387.434075
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,4.0,70038.34765000001,13928.449700000001
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,5.0,26032.163099999998,14275.647949999999
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,6.0,49652.761699999995,14666.0161
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,7.0,20054.50245,14353.775399999999
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,8.0,13896.617425,14586.923350000001
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,9.0,14594.765124999998,13369.603000000001
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,10.0,10812.5852,14389.474625
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,11.0,7586.612300000001,13401.4121
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,12.0,5287.205075,14925.249499999998
012,Channel - Data and Devices,Asia Pacific & ANZ,2022.0,12.0,4278.3250499999995,13700.339349999998
012,Data and Devices,Asia Pacific & ANZ,2021.0,8.0,225029.515625,192947.203125
012,Data and Devices,Asia Pacific & ANZ,2021.0,9.0,159296.54690000002,191754.89845
012,Data and Devices,Asia Pacific & ANZ,2021.0,10.0,127582.55860000002,192347.378925
012,Data and Devices,Asia Pacific & ANZ,2021.0,11.0,151325.574225,190987.359375
012,Data and Devices,Asia Pacific & ANZ,2021.0,12.0,151268.64647500002,192269.25782499998
012,Data and Devices,Asia Pacific & ANZ,2022.0,1.0,240383.5039,187636.3906
012,Data and Devices,Asia Pacific & ANZ,2022.0,2.0,283416.125,193450.500025
012,Data and Devices,Asia Pacific & ANZ,2022.0,2.0,209291.144525,192402.34375
012,Data and Devices,Asia Pacific & ANZ,2022.0,3.0,258476.94530000002,195184.46095
012,Data and Devices,Asia Pacific & ANZ,2022.0,4.0,157253.074225,195437.613275
012,Data and Devices,Asia Pacific & ANZ,2022.0,5.0,215452.54687500003,189664.38672500002
012,Data and Devices,Asia Pacific & ANZ,2022.0,6.0,196264.886725,191456.546875
012,Data and Devices,Asia Pacific & ANZ,2022.0,7.0,186216.25780000002,188719.22265
012,Data and Devices,Asia Pacific & ANZ,2022.0,8.0,256827.64844999998,187184.5117
012,Data and Devices,Asia Pacific & ANZ,2022.0,9.0,188122.52344999998,186452.660175
012,Data and Devices,Asia Pacific & ANZ,2022.0,10.0,247360.49219999998,188214.10157499998
